fixed,fixed-strong,fixed-one_weak,strong-fixed,strong-strong,strong-one_weak,one_weak-fixed,one_weak-strong,one_weak-one_weak
61.45952980822082,60.89583805347393,60.89583805347393,0,0,0,61.16586546887959,60.6021737141327,60.6021737141327
60.06442062906615,0,60.6378841238602,58.45738163612462,0,59.03084513091868,59.06430605378324,0,59.637769548577296
60.73564298991657,60.002949564682055,60.80157297088658,61.16393427114299,60.43124084590847,61.229864252112996,61.16393427114299,60.43124084590847,61.229864252112996
59.641841509190805,59.24442775132982,59.4052090158369,61.155712920569776,60.758299162708795,60.919080427215874,61.155712920569776,60.758299162708795,60.919080427215874
60.879614738710444,60.45570121915066,60.45570121915066,61.58544981718728,61.16153629762749,61.16153629762749,61.58544981718728,61.16153629762749,61.16153629762749
60.8175601163927,0,0,62.07819710231316,0,0,0,0,0
60.533508156745,0,59.06792644835877,59.5731413325101,0,58.107559624123866,62.59322430426051,0,61.12764259587428
58.997341534567376,57.69739747480956,57.600671733300054,60.00136926597716,58.70142520621935,58.60469946470984,59.08845273890628,57.788508679148464,57.691782937638955
56.465756571131564,0,57.64101665807172,57.49810910523213,0,58.67336919217229,0,0,0
61.169467152276034,60.17278451613521,60.39554360560085,61.18321907021724,60.186536434076416,60.409295523542056,60.212312184491175,59.21562954835035,59.43838863781599
59.596081667910994,0,0,58.5507025693351,0,0,60.09915100484379,0,0
60.094280401631174,60.32387584802711,60.32387584802711,59.3585198370984,59.58811528349433,59.58811528349433,59.3585198370984,59.58811528349433,59.58811528349433
60.4985932865184,0,59.45431336709773,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
58.547766744973586,59.43047541057665,57.708349398288036,58.13560433049673,59.018312996099795,57.296186983811175,56.688979781595506,57.57168844719857,55.849562434909956
63.37502576226179,64.12071886682796,63.85372538904808,64.77655401350745,65.52224711807361,65.25525364029374,62.6126592936415,63.358352398207664,63.091358920427794
0,0,0,0,0,0,0,0,0
63.50963817707424,0,61.41082807376007,61.76450486264825,0,59.66569475933409,62.33821307089718,0,60.23940296758302
61.28024878423065,61.05204012025959,60.33735198228988,59.92222742286879,59.69401875889773,58.97933062092802,60.66194713520623,60.43373847123517,59.719050333265464
62.92180656180315,63.22696853945567,0,64.0685280264189,64.37369000407142,0,61.27444013128972,61.57960210894224,0
60.45663988222521,0,60.94846270633032,62.02678293825717,0,62.51860576236227,0,0,0
60.028699328021766,59.70251824902574,60.142989224621466,59.243866043131895,58.917684964135866,59.358155939731596,60.49227087164351,60.16608979264748,60.60656076824321
59.972606305458854,60.15877390376177,58.720395363920645,61.63051864455997,61.816686242862886,60.37830770302176,0,0,0
63.694891980648656,64.33461178900617,64.94981767760683,63.64860713566627,64.2883269440238,64.90353283262444,62.193765156201245,62.83348496455877,63.44869085315942
59.339373814496355,59.93430826602672,59.93430826602672,56.12019422891317,56.715128680443534,56.715128680443534,0,0,0
56.9824757916361,0,55.062846582895276,56.462500761071404,0,54.54287155233058,56.462500761071404,0,54.54287155233058
58.81188767491706,58.352843517625956,58.352843517625956,58.91543814562742,58.456393988336316,58.456393988336316,59.35029960159602,58.89125544430492,58.89125544430492
